player,team,team_country,position,age,birth_year,club,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,gk_games,gk_games_starts,gk_minutes,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct
Jesper Karlström,Sweden,Sweden,MF,30,1995,Udinese,2,2,138.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.65,0.0,0.0,,69.0,38.3,69.0,0,0,,2,1.5,4.0,5.0,-1.0,-0.65,0.16,0.0,3.0,0.0,0.0,0.0,1.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Ken Sema,Sweden,Sweden,"FW,MF",32,1993,,1,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.63,0.0,0.0,,16.0,4.4,,0,1,16.0,3,1.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Kristoffer Nordfeldt,Sweden,Sweden,GK,36,1989,AIK Stockholm,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,50.0,90.0,2,0,,2,1.5,6.0,6.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,2.0,180.0,6.0,3.0,9.0,3.0,33.3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Lucas Bergvall,Sweden,Sweden,MF,20,2006,Tottenham,4,1,181.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.5,2.0,0.0,0.0,0.99,0.0,0.0,,45.0,50.3,65.0,0,3,39.0,0,1.0,4.0,4.0,0.0,0.0,1.51,0.0,7.0,4.0,0.0,3.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Mattias Svanberg,Sweden,Sweden,MF,27,1999,Wolfsburg,2,0,16.0,0.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.63,0.0,5.63,5.63,5.63,3.0,2.0,66.7,16.88,11.25,0.33,0.5,8.0,4.4,,0,2,8.0,2,1.5,1.0,0.0,1.0,5.63,6.67,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Taha Ali,Sweden,Sweden,"FW,MF",27,1998,Malmö,2,0,37.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,19.0,10.3,,0,2,19.0,2,0.0,0.0,2.0,-2.0,-4.86,-4.59,0.0,0.0,2.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Victor Lindelöf,Sweden,Sweden,"DF,MF",31,1994,Aston Villa,4,4,356.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.51,0.0,0.0,,89.0,98.9,89.0,3,0,,0,1.0,7.0,10.0,-3.0,-0.76,-0.76,0.0,3.0,0.0,0.0,0.0,4.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Viktor Gyökeres,Sweden,Sweden,FW,28,1998,Arsenal,4,4,360.0,4.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.25,0.5,0.75,0.25,0.75,12.0,6.0,50.0,3.0,1.5,0.08,0.17,90.0,100.0,90.0,4,0,,0,1.0,7.0,10.0,-3.0,-0.75,,0.0,4.0,7.0,1.0,1.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Viktor Johansson,Sweden,Sweden,GK,27,1998,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yasin Ayari,Sweden,Sweden,MF,22,2003,Brighton,4,4,339.0,3.8,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.53,0.0,0.53,0.53,0.53,7.0,3.0,42.9,1.86,0.8,0.29,0.67,85.0,94.2,85.0,2,0,,0,1.0,7.0,9.0,-2.0,-0.53,3.75,0.0,4.0,8.0,0.0,19.0,3.0,4.0,,,0.0,,,,,,,,,,,,,,,,,,
Ardon Jashari,Switzerland,Switzerland,MF,23,2002,Milan,3,1,72.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.5,0.0,0.0,,24.0,12.0,45.0,0,2,14.0,3,0.67,0.0,3.0,-3.0,-3.75,-4.94,0.0,2.0,1.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Aurèle Amenda,Switzerland,Switzerland,DF,22,2003,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Breel Embolo,Switzerland,Switzerland,FW,29,1997,Rennes,6,6,501.0,5.6,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,0.36,0.36,0.72,0.18,0.54,10.0,5.0,50.0,1.8,0.9,0.1,0.2,84.0,83.5,84.0,1,0,,0,1.83,8.0,3.0,5.0,0.9,1.81,1.0,9.0,11.0,4.0,1.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Cedric Itten,Switzerland,Switzerland,"FW,MF",29,1996,Düsseldorf,3,0,42.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,14.0,7.0,,0,3,14.0,3,2.33,2.0,1.0,1.0,2.14,1.66,0.0,4.0,2.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Christian Fassnacht,Switzerland,Switzerland,"FW,MF",32,1993,Young Boys,1,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,6.0,1.0,,0,1,6.0,5,3.0,0.0,0.0,0.0,0.0,-0.61,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Dan Ndoye,Switzerland,Switzerland,"MF,FW",25,2000,Nottingham,6,5,406.0,4.5,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.44,0.0,0.44,0.44,0.44,16.0,8.0,50.0,3.55,1.77,0.13,0.25,68.0,67.7,79.0,0,1,11.0,0,1.83,4.0,1.0,3.0,0.67,0.2,0.0,5.0,16.0,4.0,11.0,4.0,5.0,,,0.0,,,,,,,,,,,,,,,,,,
Denis Zakaria,Switzerland,Switzerland,DF,29,1996,Monaco,4,4,357.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,40.0,1.26,0.5,0.0,0.0,89.0,59.5,89.0,1,0,,2,1.25,4.0,2.0,2.0,0.5,-0.24,0.0,4.0,0.0,1.0,13.0,9.0,5.0,,,0.0,,,,,,,,,,,,,,,,,,
Djibril Sow,Switzerland,Switzerland,MF,29,1997,Sevilla,4,2,253.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,0.71,0.36,0.0,0.0,63.0,42.2,79.0,0,2,48.0,2,1.75,7.0,2.0,5.0,1.78,2.04,0.0,5.0,4.0,0.0,3.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Eray Cömert,Switzerland,Switzerland,DF,28,1998,Valencia,1,0,31.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,31.0,5.2,,0,1,31.0,5,0.0,0.0,2.0,-2.0,-5.81,-6.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Fabian Rieder,Switzerland,Switzerland,"MF,FW",24,2002,Augsburg,5,3,302.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,28.6,2.09,0.6,0.0,0.0,60.0,50.3,86.0,0,2,23.0,1,1.6,1.0,2.0,-1.0,-0.3,-1.81,0.0,3.0,6.0,0.0,13.0,1.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Granit Xhaka,Switzerland,Switzerland,MF,33,1992,Sunderland,6,6,600.0,6.7,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.15,0.0,0.15,0.0,0.0,9.0,2.0,22.2,1.35,0.3,0.0,0.0,100.0,100.0,100.0,6,0,,0,1.83,10.0,6.0,4.0,0.6,,0.0,4.0,12.0,0.0,4.0,4.0,4.0,,,0.0,,,,,,,,,,,,,,,,,,
Gregor Kobel,Switzerland,Switzerland,GK,28,1997,Dortmund,6,6,600.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,100.0,100.0,100.0,6,0,,0,1.83,10.0,6.0,4.0,0.6,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,0.0,6.0,6.0,600.0,6.0,0.9,26.0,20.0,76.9,3.0,2.0,1.0,2.0,33.3,0.0,0.0,0.0,0.0,
Johan Manzambi,Switzerland,Switzerland,"MF,FW",20,2005,Freiburg,4,2,199.0,2.2,3.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,1.36,0.9,2.26,1.36,2.26,6.0,3.0,50.0,2.71,1.36,0.5,1.0,50.0,33.2,77.0,0,2,23.0,0,2.5,8.0,3.0,5.0,2.26,2.49,0.0,3.0,3.0,1.0,3.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Luca Jaquez,Switzerland,Switzerland,DF,23,2003,Stuttgart,2,1,78.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,39.0,13.0,73.0,0,1,5.0,2,3.0,4.0,1.0,3.0,3.46,3.29,0.0,3.0,1.0,0.0,2.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Manuel Akanji,Switzerland,Switzerland,DF,30,1995,Inter,6,6,600.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.15,0.15,0.0,0.0,100.0,100.0,100.0,6,0,,0,1.83,10.0,6.0,4.0,0.6,,0.0,4.0,4.0,0.0,0.0,6.0,9.0,,,0.0,,,,,,,,,,,,,,,,,,
Marvin Keller,Switzerland,Switzerland,GK,23,2002,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michel Aebischer,Switzerland,Switzerland,"MF,FW",29,1997,Pisa,4,2,156.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,1.15,0.58,0.0,0.0,39.0,26.0,68.0,0,2,11.0,1,2.5,1.0,1.0,0.0,0.0,-0.81,0.0,3.0,2.0,0.0,6.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Miro Muheim,Switzerland,Switzerland,"DF,MF",28,1998,Hamburger SV,3,0,87.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,29.0,14.5,,0,3,29.0,1,0.67,0.0,3.0,-3.0,-3.1,-4.33,0.0,1.0,3.0,0.0,2.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Nico Elvedi,Switzerland,Switzerland,DF,29,1996,Gladbach,6,6,600.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.45,0.0,0.0,,100.0,100.0,100.0,6,0,,0,1.83,10.0,6.0,4.0,0.6,,0.0,5.0,6.0,0.0,0.0,6.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Noah Okafor,Switzerland,Switzerland,"FW,MF",26,2000,Leeds United,1,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.5,0.0,0.0,,20.0,3.3,,0,1,20.0,5,3.0,0.0,0.0,0.0,0.0,-0.62,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Remo Freuler,Switzerland,Switzerland,MF,34,1992,Bologna,6,6,592.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,0.3,0.15,0.0,0.0,99.0,98.7,99.0,4,0,,0,1.83,10.0,4.0,6.0,0.91,23.41,0.0,8.0,3.0,1.0,5.0,8.0,5.0,,,0.0,,,,,,,,,,,,,,,,,,
Ricardo Rodríguez,Switzerland,Switzerland,DF,33,1992,Real Betis,6,6,517.0,5.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.17,1.0,0.0,0.0,0.17,0.0,0.0,,86.0,86.2,86.0,3,0,,0,1.83,10.0,3.0,7.0,1.22,4.47,0.0,11.0,2.0,0.0,19.0,4.0,7.0,,,0.0,,,,,,,,,,,,,,,,,,
Ruben Vargas,Switzerland,Switzerland,MF,27,1998,Sevilla,6,3,284.0,3.2,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.63,0.32,0.95,0.63,0.95,6.0,4.0,66.7,1.9,1.27,0.33,0.5,47.0,47.3,76.0,0,3,19.0,0,1.83,9.0,3.0,6.0,1.9,2.47,0.0,6.0,6.0,2.0,23.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Silvan Widmer,Switzerland,Switzerland,DF,33,1993,Mainz 05,5,1,175.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,35.0,29.2,85.0,0,4,23.0,1,2.0,2.0,3.0,-1.0,-0.51,-1.57,0.0,2.0,0.0,0.0,4.0,1.0,4.0,,,0.0,,,,,,,,,,,,,,,,,,
Yvon Mvogo,Switzerland,Switzerland,GK,32,1994,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zeki Amdouni,Switzerland,Switzerland,"FW,MF",25,2000,Burnley,4,0,73.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.23,0.0,0.0,,18.0,12.2,,0,4,18.0,2,1.25,0.0,3.0,-3.0,-3.7,-4.89,0.0,5.0,4.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Adem Arous,Tunisia,Tunisia,DF,21,2004,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ali Abdi,Tunisia,Tunisia,DF,32,1993,Nice,3,3,269.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.33,0.0,0.0,,90.0,99.6,90.0,2,0,,0,0.0,2.0,12.0,-10.0,-3.35,-3.35,0.0,4.0,1.0,0.0,4.0,4.0,8.0,,,0.0,,,,,,,,,,,,,,,,,,
Anis Ben Slimane,Tunisia,Tunisia,"MF,FW",25,2001,Norwich City,3,3,240.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.37,0.37,0.0,0.0,80.0,88.9,80.0,1,0,,0,0.0,2.0,11.0,-9.0,-3.38,-0.38,0.0,0.0,0.0,2.0,6.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Aymen Dahmen,Tunisia,Tunisia,GK,29,1997,,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,66.7,90.0,2,0,,1,0.0,1.0,7.0,-6.0,-3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,2.0,2.0,180.0,7.0,3.5,12.0,5.0,41.7,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
Dylan Bronn,Tunisia,Tunisia,DF,30,1995,Servette FC,1,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,45.0,16.7,45.0,0,0,,2,0.0,0.0,2.0,-2.0,-4.0,-0.8,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Elias Achouri,Tunisia,Tunisia,"FW,MF",27,1999,FC Copenhagen,3,0,43.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,33.3,6.28,2.09,0.0,0.0,14.0,15.9,,0,3,14.0,0,0.0,0.0,2.0,-2.0,-4.19,-1.01,0.0,0.0,1.0,1.0,0.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Elias Saad,Tunisia,Tunisia,"MF,FW",26,1999,Hannover 96,2,2,116.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.78,0.0,0.0,,58.0,43.0,58.0,0,0,,1,0.0,1.0,5.0,-4.0,-3.1,0.4,0.0,1.0,3.0,1.0,2.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Ellyes Skhiri,Tunisia,Tunisia,"MF,DF",31,1995,Frankfurt,3,3,250.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,83.0,92.6,83.0,1,0,,0,0.0,2.0,10.0,-8.0,-2.88,6.12,0.0,0.0,1.0,0.0,0.0,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,
Firas Chaouat,Tunisia,Tunisia,FW,30,1996,,3,0,49.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,16.0,18.1,,0,3,16.0,0,0.0,0.0,3.0,-3.0,-5.51,-2.66,0.0,1.0,2.0,3.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Hadj Mahmoud,Tunisia,Tunisia,MF,26,2000,Lugano,2,0,43.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,22.0,15.9,,0,2,22.0,1,0.0,0.0,2.0,-2.0,-4.19,-1.01,0.0,2.0,0.0,0.0,0.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Hannibal Mejbri,Tunisia,Tunisia,MF,23,2003,Burnley,3,3,270.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.67,0.0,0.67,3.0,1.0,33.3,1.0,0.33,0.0,0.0,90.0,100.0,90.0,3,0,,0,0.0,2.0,12.0,-10.0,-3.33,,0.0,4.0,15.0,0.0,10.0,1.0,4.0,,,0.0,,,,,,,,,,,,,,,,,,
Hazem Mastouri,Tunisia,Tunisia,FW,28,1997,D. Makhachkala,1,1,89.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.01,0.0,1.01,1.01,1.01,3.0,2.0,66.7,3.03,2.02,0.33,0.5,89.0,33.0,89.0,0,0,,2,0.0,1.0,3.0,-2.0,-2.02,1.96,0.0,2.0,2.0,0.0,1.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Ismaël Gharbi,Tunisia,Tunisia,MF,22,2004,Augsburg,3,1,127.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.13,0.0,0.0,,42.0,47.0,74.0,0,2,27.0,0,0.0,1.0,7.0,-6.0,-4.25,-1.73,0.0,0.0,2.0,0.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Khalil Ayari,Tunisia,Tunisia,FW,21,2005,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohamed Amine Ben Hamida,Tunisia,Tunisia,DF,30,1995,,3,2,202.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,67.0,74.8,79.0,1,1,45.0,0,0.0,2.0,10.0,-8.0,-3.56,-0.92,0.0,3.0,1.0,0.0,1.0,1.0,9.0,,,0.0,,,,,,,,,,,,,,,,,,
Montassar Talbi,Tunisia,Tunisia,DF,28,1998,Lorient,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.33,0.0,0.0,,90.0,100.0,90.0,3,0,,0,0.0,2.0,12.0,-10.0,-3.33,,0.0,1.0,1.0,0.0,0.0,5.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Mortadha Ben Ouanes,Tunisia,Tunisia,"DF,MF",31,1994,Kasımpaşa,1,0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,23.0,8.5,,0,1,23.0,2,0.0,0.0,0.0,0.0,0.0,3.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Mouhib Chamakh,Tunisia,Tunisia,GK,24,2001,,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,33.3,90.0,1,0,,2,0.0,1.0,5.0,-4.0,-4.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,90.0,5.0,5.0,6.0,1.0,16.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Moutaz Neffati,Tunisia,Tunisia,DF,21,2004,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Omar Rekik,Tunisia,Tunisia,DF,24,2001,,2,2,180.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,1.0,1.0,100.0,0.5,0.5,1.0,1.0,90.0,66.7,90.0,2,0,,1,0.0,1.0,9.0,-8.0,-4.0,-2.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Raed Chikhaoui,Tunisia,Tunisia,DF,22,2004,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rani Khedira,Tunisia,Tunisia,MF,32,1994,Union Berlin,3,2,149.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6,0.0,0.0,,50.0,55.2,74.0,0,1,1.0,0,0.0,2.0,6.0,-4.0,-2.42,2.05,0.0,3.0,0.0,0.0,0.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Rayan Elloumi,Tunisia,Tunisia,FW,18,2007,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sabri Ben Hassen,Tunisia,Tunisia,GK,30,1996,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sebastian Tounekti,Tunisia,Tunisia,FW,23,2002,Celtic,3,1,84.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,28.0,31.1,64.0,0,2,10.0,0,0.0,0.0,4.0,-4.0,-4.29,-1.38,0.0,1.0,0.0,0.0,3.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Yan Valery,Tunisia,Tunisia,DF,27,1999,Young Boys,3,3,251.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,84.0,93.0,84.0,2,0,,0,0.0,2.0,10.0,-8.0,-2.87,6.61,0.0,4.0,0.0,1.0,7.0,4.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Abdülkerim Bardakcı,Türkiye,Turkey,DF,31,1994,Galatasaray,3,3,265.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,33.3,1.02,0.34,0.0,0.0,88.0,98.1,88.0,2,0,,0,1.0,3.0,5.0,-2.0,-0.68,-0.68,0.0,1.0,3.0,0.0,7.0,2.0,5.0,,,0.0,,,,,,,,,,,,,,,,,,
Altay Bayındır,Türkiye,Turkey,GK,28,1998,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arda Güler,Türkiye,Turkey,MF,21,2005,Real Madrid,3,3,270.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.33,12.0,4.0,33.3,4.0,1.33,0.08,0.25,90.0,100.0,90.0,3,0,,0,1.0,3.0,5.0,-2.0,-0.67,,0.0,3.0,10.0,2.0,14.0,2.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Barış Alper Yılmaz,Türkiye,Turkey,"MF,FW",26,2000,Galatasaray,3,2,179.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,1.01,0.5,1.01,2.0,1.0,50.0,1.01,0.5,0.5,1.0,60.0,66.3,67.0,0,1,45.0,0,1.0,2.0,3.0,-1.0,-0.5,0.49,0.0,4.0,1.0,2.0,15.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
